Profil source;Profil compare;Rang;Score global;Similarite contenu;Similarite moyenne questions;Similarite lexicale;Similarite longueur;Similarite emotionnelle;Question la plus proche;Similarite question la plus proche;Sentiment source;Sentiment compare;Score sentiment source;Score sentiment compare;Reponse source - Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;Reponse compare - Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;Reponse source - Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;Reponse compare - Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;Reponse source - Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;Reponse compare - Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?
Clara;Joyce;4;70.18;59.72;58.43;96.91;89.46;100.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;62.98;5 stars;5 stars;0.218;0.46;Quels sont les bienfaits du chocolat noir sur la santé ? Parce que j'adooooooore le chocolat !;Mon parcours scolaire car j'ai échoué 3 fois mais j'ai été diplômé au final;A l'époque où on commençait à pouvoir voyager, en traversant les océans en paquebot pour aller à New York et s'émerveiller des nouveautés par rapport à l'Europe;Année 90 la meilleure génération;Savoir où et comment placer son argent pour pouvoir acheter ma maison de rêve plus tard;La pâtisserie
Clara;Matthieu;5;70.04;59.95;61.85;88.51;88.38;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;66.54;5 stars;5 stars;0.218;0.402;Quels sont les bienfaits du chocolat noir sur la santé ? Parce que j'adooooooore le chocolat !;"""Dans la vie d'un père presque parfait"" ,voilà le titre de mon film. Parce que personne n'est parfait mais ont avance chacun avec nos erreurs et essayons de les corriger avec le temps. Être père c'est aussi apprendre Jours après jours à élever nos enfants de ce que l'on pense être la meilleure des façons.";A l'époque où on commençait à pouvoir voyager, en traversant les océans en paquebot pour aller à New York et s'émerveiller des nouveautés par rapport à l'Europe;"A l'époque de la seconde querre mondiale, pourquoi ?
Pour pouvoir défendre mon pays et mes prochains face a ce monde de fou.";Savoir où et comment placer son argent pour pouvoir acheter ma maison de rêve plus tard;Voir dans l'avenir, pour pouvoir protéger ma famille et mes proches de tout problèmes éventuels. Que ce soit maladie,catastrophe ou autres.
Clara;Tom;6;69.81;59.35;59.67;92.57;89.46;100.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;62.9;5 stars;5 stars;0.218;0.57;Quels sont les bienfaits du chocolat noir sur la santé ? Parce que j'adooooooore le chocolat !;L’incroyable vie de Thomas Button;A l'époque où on commençait à pouvoir voyager, en traversant les océans en paquebot pour aller à New York et s'émerveiller des nouveautés par rapport à l'Europe;Les Années 40, parce que l’élégance était une règle d’or;Savoir où et comment placer son argent pour pouvoir acheter ma maison de rêve plus tard;Savoir volé dans les airs
Clara;Yann;7;69.56;62.34;61.32;86.64;74.59;100.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;67.7;5 stars;5 stars;0.218;0.525;Quels sont les bienfaits du chocolat noir sur la santé ? Parce que j'adooooooore le chocolat !;Confessions Nocturnes : La vie d’un somnambule. Ce pan de ma vie la rythme depuis maintenant plus de deux décennies pour le meilleur (anecdotes rigolotes) comme pour le pire (par toujours évident en couple hein);A l'époque où on commençait à pouvoir voyager, en traversant les océans en paquebot pour aller à New York et s'émerveiller des nouveautés par rapport à l'Europe;Un futur lointain. Malgré toutes les dystopies aujourd’hui et cette suite très incertaines, je rêverai de voir les prouesses technologiques, l’impact sur nos vies et peut-être pourquoi pas la possibilité de découvrir l’espace de manière plus simple qu’aujourd’hui.;Savoir où et comment placer son argent pour pouvoir acheter ma maison de rêve plus tard;La téléportation. Quel bonheur de pouvoir éviter ces trajets pas forcément utile et surtout en tant que globe trotter ça serait incroyable de pouvoir voyager partout sans payer un avion ou un logement (petite téléportation à la maison pour dormir), accéder à des endroits inaccessibles. Il faut quand même ne pas abuser de ce pouvoir et garder le plaisir de la découverte d’un lieu après un bon trek (et ce que l’on peut voir pendant).
Clara;Tam;8;69.06;60.28;62.69;91.56;97.3;75.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;69.88;5 stars;4 stars;0.218;0.253;Quels sont les bienfaits du chocolat noir sur la santé ? Parce que j'adooooooore le chocolat !;“Sans mode pause” = j’ai besoin de challenge au quotidien dans ma vie pro, perso ou via le sport. J’aime être entouré, échangé et me laisser inspiré par mon entourage. Bref je m’arrête jamais 🙃;A l'époque où on commençait à pouvoir voyager, en traversant les océans en paquebot pour aller à New York et s'émerveiller des nouveautés par rapport à l'Europe;Les années 80’ pour l’ambiance explosif, la créativité, la convivialité de cette époque;Savoir où et comment placer son argent pour pouvoir acheter ma maison de rêve plus tard;Être manuelle
Clara;Sullyvan;9;68.55;58.1;54.93;90.2;94.86;100.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;58.46;5 stars;5 stars;0.218;0.593;Quels sont les bienfaits du chocolat noir sur la santé ? Parce que j'adooooooore le chocolat !;Sully le Magnifique. De l’ego et un zeste d’humilité parce que c’était pas toujours classe. Mais ça mettrait en avant une vie pleine de pleins de choses.;A l'époque où on commençait à pouvoir voyager, en traversant les océans en paquebot pour aller à New York et s'émerveiller des nouveautés par rapport à l'Europe;"Époque de Louis 14 le roi soleil en étant le roi bien évidemment. Mais en vrai notre époque de maintenant je la trouve vraiment pas mal. 
La préhistoire me branche aussi parce que pas besoin de travailler, juste vivre.";Savoir où et comment placer son argent pour pouvoir acheter ma maison de rêve plus tard;Apprendre et maitriser un langage (langue, informatique, morse, toute sorte de langage)
Clara;Benjamin;10;68.29;58.94;61.76;96.68;92.97;75.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;73.53;5 stars;4 stars;0.218;0.472;Quels sont les bienfaits du chocolat noir sur la santé ? Parce que j'adooooooore le chocolat !;Bénévolat le vrai sens de la vie;A l'époque où on commençait à pouvoir voyager, en traversant les océans en paquebot pour aller à New York et s'émerveiller des nouveautés par rapport à l'Europe;Le 19eme siècle.   Pleins de changements : l industrie, Eiffel, le chemin de fer, …;Savoir où et comment placer son argent pour pouvoir acheter ma maison de rêve plus tard;Savoir coder.   En tout cas comprendre le code informatique à fin de comprendre les évolutions actuelles
Emilie;Lou;1;81.14;75.82;75.58;84.39;96.76;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;82.07;5 stars;5 stars;0.41;0.414;"La multi vie !
Parce j'aime avoir plein de projets et d'idées différentes, et de pouvoir en réaliser un maximum avec un minimum de concessions : le boulot passion, la maison, les voyages, et peut être d'autres ?";Repousse tes limites. Car ma vie est basée de pleins d’étapes qui m’ont toutes apprises à repousser de plus en plus mes propres limites;Je dirai peut être la période des découvertes du monde, de l'Amérique etc, pour le côté aventure et nouveauté, mais si possible sans la partie mise en escalavage;Idéalement je ne changerai pas mais s’il faut choisir une époque ça serait la révolution française pour vivre ce grand changement en France (1789);Apprendre une langue en 20 min, pour pouvoir apprendre et échanger partout où je vais !;Pouvoir parler de nombreuses langues pour ainsi voyager dans beaucoup de pays et avoir potentiellement un meilleur carrière professionnelle
Emilie;Sullyvan;2;80.17;71.31;72.87;99.68;99.73;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;86.94;5 stars;5 stars;0.41;0.593;"La multi vie !
Parce j'aime avoir plein de projets et d'idées différentes, et de pouvoir en réaliser un maximum avec un minimum de concessions : le boulot passion, la maison, les voyages, et peut être d'autres ?";Sully le Magnifique. De l’ego et un zeste d’humilité parce que c’était pas toujours classe. Mais ça mettrait en avant une vie pleine de pleins de choses.;Je dirai peut être la période des découvertes du monde, de l'Amérique etc, pour le côté aventure et nouveauté, mais si possible sans la partie mise en escalavage;"Époque de Louis 14 le roi soleil en étant le roi bien évidemment. Mais en vrai notre époque de maintenant je la trouve vraiment pas mal. 
La préhistoire me branche aussi parce que pas besoin de travailler, juste vivre.";Apprendre une langue en 20 min, pour pouvoir apprendre et échanger partout où je vais !;Apprendre et maitriser un langage (langue, informatique, morse, toute sorte de langage)
Emilie;Yann;3;79.03;74.39;71.1;96.12;80.0;100.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;81.98;5 stars;5 stars;0.41;0.525;"La multi vie !
Parce j'aime avoir plein de projets et d'idées différentes, et de pouvoir en réaliser un maximum avec un minimum de concessions : le boulot passion, la maison, les voyages, et peut être d'autres ?";Confessions Nocturnes : La vie d’un somnambule. Ce pan de ma vie la rythme depuis maintenant plus de deux décennies pour le meilleur (anecdotes rigolotes) comme pour le pire (par toujours évident en couple hein);Je dirai peut être la période des découvertes du monde, de l'Amérique etc, pour le côté aventure et nouveauté, mais si possible sans la partie mise en escalavage;Un futur lointain. Malgré toutes les dystopies aujourd’hui et cette suite très incertaines, je rêverai de voir les prouesses technologiques, l’impact sur nos vies et peut-être pourquoi pas la possibilité de découvrir l’espace de manière plus simple qu’aujourd’hui.;Apprendre une langue en 20 min, pour pouvoir apprendre et échanger partout où je vais !;La téléportation. Quel bonheur de pouvoir éviter ces trajets pas forcément utile et surtout en tant que globe trotter ça serait incroyable de pouvoir voyager partout sans payer un avion ou un logement (petite téléportation à la maison pour dormir), accéder à des endroits inaccessibles. Il faut quand même ne pas abuser de ce pouvoir et garder le plaisir de la découverte d’un lieu après un bon trek (et ce que l’on peut voir pendant).
Emilie;Cyrille;4;77.53;75.59;70.03;92.28;90.0;75.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;83.9;5 stars;4 stars;0.41;0.363;"La multi vie !
Parce j'aime avoir plein de projets et d'idées différentes, et de pouvoir en réaliser un maximum avec un minimum de concessions : le boulot passion, la maison, les voyages, et peut être d'autres ?";"Titre :Une vie, une aventure. 
Pourquoi: vivre la vie comme une aventure permet de se lever de bonne humeur chaque jour en espérant vivre chaque jour comme une aventure .";Je dirai peut être la période des découvertes du monde, de l'Amérique etc, pour le côté aventure et nouveauté, mais si possible sans la partie mise en escalavage;"Certainement époque coloniale.
Pour un espace de liberté de découverte et d’aventure.";Apprendre une langue en 20 min, pour pouvoir apprendre et échanger partout où je vais !;Pilote d’avion
